,loss,val_loss
0,0.1783350557088852,0.09546946734189987
1,0.09596749395132065,0.08803469687700272
2,0.0925678089261055,0.0840349793434143
3,0.0890256017446518,0.07941234856843948
4,0.08713363111019135,0.0825616791844368
5,0.08493272215127945,0.08492405712604523
6,0.08400069922208786,0.0809779241681099
7,0.08236359059810638,0.08039860427379608
8,0.08150767534971237,0.07588841021060944
9,0.0807727500796318,0.07370806485414505
10,0.0799795463681221,0.07408930361270905
11,0.07994463294744492,0.09020917862653732
12,0.07918725162744522,0.07168754190206528
13,0.07856731116771698,0.093564473092556
14,0.07827568054199219,0.07327678054571152
15,0.07722681760787964,0.07358381897211075
16,0.0779976099729538,0.07387009263038635
17,0.07702728360891342,0.07837092131376266
18,0.07619962841272354,0.0707341879606247
19,0.07620224356651306,0.0781671404838562
20,0.07545062899589539,0.07072912901639938
21,0.0746881440281868,0.07142934203147888
22,0.07447616755962372,0.07058368623256683
23,0.0744260922074318,0.0687737837433815
24,0.0735187977552414,0.07530699670314789
25,0.07175186276435852,0.06588278710842133
26,0.07175222039222717,0.06750090420246124
27,0.07047393172979355,0.07738747447729111
28,0.07031457871198654,0.0654667541384697
29,0.06928069144487381,0.06354852765798569
30,0.06850814074277878,0.06557925790548325
31,0.06817403435707092,0.06740720570087433
32,0.06781317293643951,0.06271349638700485
33,0.06681632250547409,0.07162422686815262
34,0.06697037816047668,0.06157218664884567
35,0.0661233514547348,0.061243750154972076
36,0.06607900559902191,0.06129302829504013
37,0.06588957458734512,0.06109851226210594
38,0.06473042815923691,0.06335905194282532
39,0.06476683914661407,0.0644977018237114
40,0.06508631259202957,0.05983204022049904
41,0.0641031414270401,0.06193188577890396
42,0.06454097479581833,0.061775270849466324
43,0.06339336931705475,0.06009974703192711
44,0.06268744170665741,0.060583651065826416
45,0.06326907873153687,0.059432365000247955
46,0.062311772257089615,0.06139351427555084
47,0.06247760355472565,0.05899897590279579
48,0.06168907880783081,0.062497179955244064
49,0.06188545748591423,0.061301086097955704
50,0.06138920783996582,0.05747876316308975
51,0.06125539913773537,0.05975863337516785
52,0.06086175888776779,0.05861923098564148
53,0.060452673584222794,0.058790627866983414
54,0.06015875190496445,0.05845305696129799
55,0.06021130830049515,0.05852923169732094
56,0.06046826019883156,0.05799897387623787
57,0.059302907437086105,0.05656023323535919
58,0.05932983011007309,0.05684521421790123
59,0.05883287265896797,0.05495620146393776
60,0.05904600769281387,0.056696172803640366
61,0.05824672803282738,0.0542256161570549
62,0.05842463672161102,0.0562930591404438
63,0.05869535729289055,0.05557672679424286
64,0.05756014958024025,0.05878187716007233
65,0.057886429131031036,0.05718829855322838
66,0.05806441232562065,0.05451646447181702
67,0.05726010352373123,0.05503740906715393
68,0.05688689649105072,0.05837651342153549
69,0.056778062134981155,0.05540097504854202
70,0.05604745075106621,0.05608158931136131
71,0.055970996618270874,0.05656570941209793
72,0.05636056885123253,0.05218656361103058
73,0.056100957095623016,0.05626584589481354
74,0.05558738857507706,0.05277593433856964
75,0.0555308572947979,0.055823225528001785
76,0.05534900724887848,0.05395236983895302
77,0.05449322983622551,0.0552595853805542
78,0.055863358080387115,0.055530846118927
79,0.05438221991062164,0.05444002151489258
80,0.05531957373023033,0.05289756506681442
81,0.053568996489048004,0.05835580453276634
82,0.0539042092859745,0.05302621051669121
83,0.054204486310482025,0.06533662974834442
84,0.05396691709756851,0.05326065793633461
85,0.05413934960961342,0.05394880846142769
86,0.052975598722696304,0.053942516446113586
87,0.05328474938869476,0.05028369277715683
88,0.05281835049390793,0.05315669625997543
89,0.05320727080106735,0.05094454810023308
90,0.05256962776184082,0.05098036304116249
91,0.05239015072584152,0.05248154699802399
92,0.05238095298409462,0.0511452779173851
93,0.052825018763542175,0.050801392644643784
94,0.051477983593940735,0.054633934050798416
95,0.051859837025403976,0.05160529166460037
96,0.051858291029930115,0.0516960434615612
97,0.05116799846291542,0.05192466452717781
98,0.051371119916439056,0.052566852420568466
99,0.051585111767053604,0.0526435486972332
